1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
3,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
4,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
5,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
6,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
7,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
8,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
9,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
10,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
11,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
12,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
13,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
14,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
15,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
16,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
17,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
18,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
19,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
20,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
21,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
22,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
23,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
24,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
25,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
26,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
27,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
28,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
29,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
30,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
31,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
32,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
33,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
34,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
35,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
36,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
37,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
38,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
39,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
40,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
41,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
42,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
43,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
44,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
45,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
46,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
47,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
48,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
49,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
50,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
51,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
52,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
53,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
57,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
58,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
59,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
61,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
62,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
63,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
64,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
65,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
66,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
67,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
68,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
69,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
71,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
72,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
73,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
74,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
76,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
77,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
78,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
79,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
80,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
81,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
82,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
83,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
84,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
85,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
86,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
88,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
89,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
